PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL,CONTATTO_PRONTO,CONTATTI_PUBBLICI,FONTE_CONTATTO,CROSS_MATCH,NOME_INSERZIONISTA,RICERCA_PUBBLICA,VIA_RADAR,INDIRIZZI_ZONA,AZIONE_ZONA,MOTIVO_SCARTO_OPERATIVO
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Trovit,13 immobili zona belvedere in vendita a Alpignano - Trovit,120000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079110+00:00,2026-08-27T21:04:17.079111+00:00,prezzo rilevato,,https://case.trovit.it/zona-belvedere-alpignano,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Trovit,30 immobili asta in vendita a Bussoleno - Trovit,21000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079560+00:00,2026-08-27T21:04:17.079561+00:00,prezzo rilevato,,https://case.trovit.it/asta-bussoleno,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Trovit,224 immobili in vendita a Coazze - Trovit,25000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079828+00:00,2026-08-27T21:04:17.079830+00:00,prezzo rilevato,,https://case.trovit.it/coazze,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Trovit,161 immobili borgata in vendita a Giaveno - Trovit,20000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080080+00:00,2026-08-27T21:04:17.080081+00:00,prezzo rilevato,,https://case.trovit.it/borgata-giaveno,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Tipologie complete,Indipendente Rivoli - 182 case in vendita in Rivoli de Nuroa.it,79000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.080622+00:00,2026-08-27T21:04:17.080624+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/indipendente-rivoli,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Venaus,Trovit,13 immobili in vendita a Venaus - Trovit,35000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.081283+00:00,2026-08-27T21:04:17.081285+00:00,prezzo rilevato,,https://case.trovit.it/venaus,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Mercato residenziale,Case in vendita da Privati a Alpignano - CasaDaPrivato.it,110000,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T05:06:35.529806+00:00,2026-08-28T05:06:35.529807+00:00,prezzo rilevato,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-alpignano,NO,,,0,,ESEGUITA,Via G. Mazzini,Via G. Mazzini 30,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato residenziale,Rubiana - 358 case in vendita in Rubiana de Nuroa.it,28000,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531236+00:00,2026-09-01T18:58:42.121137+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/rubiana,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Tipologie residenziali,Val Susa Indipendente - 36 case in vendita in Susa de Nuroa.it,29000,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531430+00:00,2026-09-01T23:36:27.692170+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/val-susa-indipendente,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Nestoria,Case e appartamenti a Buttigliera Alta. Immobili in vendita a ...,188000,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.670248+00:00,2026-09-01T23:36:27.690421+00:00,prezzo rilevato,,https://www.nestoria.it/immobiliare/vendita/buttigliera-alta,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bruzolo,Mercato residenziale,Bruzolo - 27 case in vendita in Bruzolo de Nuroa.it,35000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119252+00:00,2026-09-01T23:36:27.690342+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/bruzolo,NO,,,0,,ESEGUITA,"Via Camillo Benso... Piemonte, Torino Visualizza foto Appartamento in vendita di","Via Camillo Benso... Piemonte, Torino Visualizza foto Appartamento in vendita di 48",VAI IN ZONA,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Wikicasa,Case in vendita a Caselette - Wikicasa,95000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119416+00:00,2026-09-01T23:36:27.690489+00:00,prezzo rilevato,,https://www.wikicasa.it/vendita-case/caselette/,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Tipologie residenziali,Giaveno Selvaggio - 56 case in vendita in Giaveno de Nuroa.it,35000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120159+00:00,2026-09-01T23:36:27.691000+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/giaveno-selvaggio,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Moncenisio,Mercato residenziale,Vendita Moncenisio - 219 case in vendita in Moncenisio de ... - nuroa.it,45000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120547+00:00,2026-09-01T23:36:27.691297+00:00,prezzo rilevato,,https://www.nuroa.it/vendita-immobili/vendita-moncenisio,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Trovit,713 immobili bilocale in vendita a Rivoli - Trovit,69000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120866+00:00,2026-09-01T23:36:27.691553+00:00,prezzo rilevato,,https://case.trovit.it/bilocale-rivoli,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,20,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Trovit,103 immobili villa in vendita a Rosta - Trovit,66000,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121018+00:00,2026-09-01T20:55:16.173674+00:00,prezzo rilevato,,https://case.trovit.it/villa-rosta,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,18,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sangano,Tecnocasa,Annunci case e appartamenti in vendita e in affitto - Tecnocasa.it,,,0,INDIZIO_AGENZIA,NEW,2026-09-01T18:58:42.121525+00:00,2026-09-01T18:58:42.121527+00:00,nuova rilevazione | indizio agenzia,,https://www.tecnocasa.it/vendita/appartamenti/torino/sangano/61263257.html,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Alpignano,Nestoria,26.194 immobili in vendita a Alpignano - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475251+00:00,2026-09-01T23:36:27.689957+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/alpignano,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Nestoria,24.555 immobili in vendita a Ferriera Buttigliera Alta,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475363+00:00,2026-08-23T09:11:13.222431+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/ferriera_buttigliera-alta,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Mercato residenziale,"Prisma Immobili | case in vendita | Buttigliera Alta, Metropolitan City ...",,,0,NON_DETERMINATO,RELISTED,2026-08-21T12:20:59.475368+00:00,2026-09-01T23:36:27.690440+00:00,monitoraggio base,,https://www.prismaimmobili.it/,NO,,,0,Metropolitan City ... Prisma Immobili offre consulenza immobiliare,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Nestoria,11.984 immobili in vendita a Chiusa di San Michele - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475434+00:00,2026-09-01T23:36:27.690641+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/chiusa-di-san-michele,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,Mercato generale,25 Immobili in vendita gramsci a Collegno - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475494+00:00,2026-08-27T21:04:17.079880+00:00,monitoraggio base,,https://immobiliare.mitula.it/gramsci-collegno,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Nestoria,Case e appartamenti a Condove. Immobili in vendita a Condove - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475511+00:00,2026-08-21T12:20:59.475513+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/condove,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Mercato generale,172 Case in vendita a Condove - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475529+00:00,2026-08-21T12:20:59.475530+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-condove,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Nestoria,Case e appartamenti a Gravere. Immobili in vendita a Gravere - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475554+00:00,2026-09-01T23:36:27.691115+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/gravere,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Gravere,Mercato residenziale,Case in vendita da Privati a Gravere - CasaDaPrivato.it,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475559+00:00,2026-09-01T23:36:27.691109+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-gravere,NO,,,0,,ESEGUITA,Via Nazionale,Via Nazionale 45,VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Mercato generale,18 Appartamenti in vendita gramsci a Grugliasco - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475575+00:00,2026-08-27T21:04:17.080203+00:00,monitoraggio base,,https://immobiliare.mitula.it/appartamento-gramsci-grugliasco,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Mercato residenziale,5 Case in vendita gramsci a Grugliasco - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475585+00:00,2026-09-01T18:58:42.120337+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-gramsci-grugliasco,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,Nestoria,Case e appartamenti a Via Mattie. Immobili in vendita a Via ... - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475603+00:00,2026-08-28T10:58:40.671043+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/via-mattie,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Reano,Nestoria,Case e appartamenti a Reano. Immobili in vendita a Reano - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475770+00:00,2026-09-01T23:36:27.691502+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/reano,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rivoli,Nestoria,Case e appartamenti a Rivoli Torino. Immobili in vendita a Rivoli ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475801+00:00,2026-09-01T20:55:16.173548+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/rivoli,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rubiana,Mercato generale,Case in vendita Rubiana Caprino veronese (Verona) da agenzie immobiliari,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475833+00:00,2026-08-21T12:20:59.475834+00:00,monitoraggio base,,https://www.caseinvendita360.com/case-vendita-agenzie-rubiana-caprino-veronese-vr,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Mercato generale,"Case in vendita a Sant'Antonino di Susa, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475872+00:00,2026-08-23T17:16:38.787080+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/sant-antonino-di-susa-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Sant'Antonino di Susa,Mercato residenziale,Sant'antonino Di Susa - 48 case in vendita in Sant'Antonino Di Susa de ...,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475889+00:00,2026-09-01T23:36:27.692075+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/sant-antonino-di-susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato generale,106 Appartamenti in vendita a Susa - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475902+00:00,2026-08-27T21:04:17.081037+00:00,monitoraggio base,,https://immobiliare.mitula.it/appartamento-susa,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato residenziale,Casa Val Susa - 16 case in vendita in Susa de Nuroa.it,,,0,NON_DETERMINATO,RELISTED,2026-08-21T12:20:59.475907+00:00,2026-09-01T18:58:42.121723+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/casa-val-susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Nestoria,Case e appartamenti a Trana. Immobili in vendita a Trana - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475912+00:00,2026-09-01T20:55:16.174358+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/trana,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Trana,Mercato generale,"Case in vendita a Moranda, Trana - Case in Vendita e in Affitto",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475920+00:00,2026-08-23T17:16:38.787103+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/moranda-trana,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Valgioie,Mercato residenziale,159 Case in vendita a Valgioie - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475953+00:00,2026-09-01T23:36:27.692320+00:00,monitoraggio base,,https://immobiliare.mitula.it/casa-valgioie,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Nestoria,8.114 immobili in vendita a Villar Focchiardo - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475977+00:00,2026-09-01T23:36:27.692392+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/villar-focchiardo,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato generale,"Case in vendita a Villar Focchiardo, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-21T12:20:59.475982+00:00,2026-08-23T17:16:38.787155+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/villar-focchiardo-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Villar Focchiardo,Mercato residenziale,Bassa Susa - 46 case in vendita in Susa de Nuroa.it,,,0,NON_DETERMINATO,TRACKED,2026-08-21T12:20:59.475998+00:00,2026-09-01T23:36:27.692163+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/bassa-susa,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Nestoria,Case e appartamenti a Bardonecchia. Immobili in vendita a ... - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502432+00:00,2026-08-28T05:06:35.529973+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/bardonecchia,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Rosta,Mercato generale,"Case in vendita a Rosta, Torino Ovest",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502755+00:00,2026-08-22T17:17:15.502757+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/rosta-torino-ovest,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Agenzie,"Case in vendita a Susa, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502835+00:00,2026-08-27T21:04:17.081054+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/susa-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Susa,Mercato generale,Case in vendita da Privati a Susa - CasaDaPrivato.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-22T17:17:15.502840+00:00,2026-08-22T17:17:15.502842+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-susa,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Borgone Susa,Mercato residenziale,275 Immobili in vendita a Borgone Susa - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-23T09:11:13.222380+00:00,2026-09-01T23:36:27.690256+00:00,monitoraggio base,,https://immobiliare.mitula.it/borgone-susa,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bussoleno,Mercato generale,"Case in vendita a Centro, Bussoleno",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-23T09:11:13.222408+00:00,2026-08-23T17:16:38.786761+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/centro-bussoleno,NO,,,0,,ESEGUITA,"Viale Lungo Dora, Bussoleno","Viale Lungo Dora, Bussoleno 160",VAI IN ZONA,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,Trovit,38 immobili in vendita a Meana di Susa - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-08-23T09:11:13.222584+00:00,2026-09-01T20:55:16.173214+00:00,monitoraggio base,,https://case.trovit.it/meana-susa,NO,,,0,,ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Vaie,Mercato generale,"Case in vendita a Vaie, Valli Susa, Sangone",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-23T09:11:13.222802+00:00,2026-08-23T09:11:13.222804+00:00,monitoraggio base,,https://caseinvenditainaffitto.it/case-in-vendita/vaie-valli-susa-sangone,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Buttigliera Alta,Mercato generale,970 Immobili in vendita a Buttigliera Alta - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-23T17:16:38.786795+00:00,2026-08-27T21:04:17.079616+00:00,monitoraggio base,,https://immobiliare.mitula.it/buttigliera-alta,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Bardonecchia,Agenzie,Gruppo Immobiliare Bardonecchia - Immobili in affitto e in vendita,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079377+00:00,2026-08-27T21:04:17.079379+00:00,monitoraggio base,,https://www.gbi.it/,NO,,,0,Gruppo Immobiliare,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caprie,Nestoria,Case e appartamenti a Via Caprie. Immobili in vendita a Via ... - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079641+00:00,2026-08-27T21:04:17.079642+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/via-caprie,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Caselette,Nestoria,25.155 immobili in vendita a Caselette - Nestoria,,,0,NON_DETERMINATO,TRACKED,2026-08-27T21:04:17.079656+00:00,2026-09-01T23:36:27.690506+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/caselette,NO,,,0,,ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Chiusa di San Michele,Mercato residenziale,Casa Chiusa Di San Michele - 16 case in vendita in Chiusa Di San ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079759+00:00,2026-08-28T10:58:40.670449+00:00,monitoraggio base,,https://www.nuroa.it/vendita-immobili/casa-chiusa-di-san-michele,NO,,,0,,NON_ESEGUITA,,,,PAGINA_CATEGORIA_O_RICERCA
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Mercato residenziale,Case in vendita da Privati a Coazze - CasaDaPrivato.it,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079817+00:00,2026-08-28T10:58:40.670528+00:00,monitoraggio base,,https://www.casadaprivato.it/annunci-vendita/immobili/torino-coazze,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Coazze,Nestoria,10.514 immobili in vendita a Coazze Torino - Nestoria,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-27T21:04:17.079836+00:00,2026-08-27T21:04:17.079837+00:00,monitoraggio base,,https://www.nestoria.it/immobiliare/vendita/coazze_torino,NO,,,0,,NON_ESEGUITA,,,,TITOLO_CATEGORIA_NON_OPERATIVO
