PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Sant'Antonino di Susa,Capannoni logistica,"Lo stabilimento Ex Sogefi è in vendita, gli operai lo scoprono ... - Today",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.671913+00:00,2026-09-18T19:44:01.663744+00:00,industriale logistica,,https://www.today.it/attualita/ex-sogefi-vendita-immobiliare-capannone-sant-antonino-di-susa-purflux-group.html
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Trovit,17 locale commerciales in affitto a Alpignano - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.118899+00:00,2026-09-22T13:28:47.915237+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-alpignano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Exilles,Immobiliare.it,"Vendita Rustico in Grangie Solliet Exilles. 60 m², rif. 98347312",,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.120070+00:00,2026-09-07T10:14:01.140167+00:00,industriale logistica,,https://www.immobiliare.it/annunci/98347312/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Capannoni logistica,18 Capannoni in affitto a Pianezza - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T18:58:42.120716+00:00,2026-09-20T11:10:13.479929+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-pianezza
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Immobiliare.it,"Capannone, Pianezza, Rif. 126069461 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T18:58:42.120722+00:00,2026-09-16T19:00:37.439327+00:00,industriale logistica,,https://www.immobiliare.it/annunci/126069461/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Capannoni logistica,16 Capannoni in affitto a Rosta - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T18:58:42.121042+00:00,2026-09-01T18:58:42.121044+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-rosta
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Trovit,5 capannones in affitto a Rosta - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121049+00:00,2026-09-22T13:28:47.917333+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-rosta
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Trana,Capannoni logistica,Articoli legno per magazzinaggio | Trana | F. A. Imballaggi,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.121906+00:00,2026-09-22T13:28:47.917744+00:00,industriale logistica,,https://www.faimballaggisrl.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Casa.it,Capannone in Vendita in Via Primo Levi 13 a Grugliasco,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T20:55:16.173082+00:00,2026-09-05T23:10:34.871629+00:00,industriale logistica,,https://www.casa.it/immobili/54628426/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Susa,Trovit,1 locale commerciales commerciale in affitto a Susa - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T20:55:16.174291+00:00,2026-09-06T00:53:48.288540+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-commerciale-susa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Trovit,2 capannones in affitto a Almese - Trovit,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-01T23:36:27.689895+00:00,2026-09-21T12:37:01.287822+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-almese
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Trovit,1 capannones in affitto a Alpignano - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T23:36:27.689979+00:00,2026-09-05T23:10:34.870196+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-alpignano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Avigliana,Trovit,30 capannones in affitto a Avigliana - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T23:36:27.690082+00:00,2026-09-20T01:04:10.801234+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-avigliana
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Giaveno,Immobiliare.it,"Capannone via Caduti sul Lavoro 18, Giaveno, Rif. 131961856 ...",,,0,NON_DETERMINATO,TRACKED,2026-09-02T07:11:25.326017+00:00,2026-09-22T13:28:47.916508+00:00,industriale logistica,,https://www.immobiliare.it/annunci/131961856/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Capannoni logistica,4 Capannoni in affitto a Almese - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-02T12:02:41.369296+00:00,2026-09-20T21:00:13.354581+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-almese
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Trovit,45 capannones in vendita a Rivoli - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-02T12:02:41.370657+00:00,2026-09-02T16:09:34.325151+00:00,industriale logistica,,https://case.trovit.it/capannone-rivoli
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Avigliana,Trovit,8 locale commerciales in affitto a Avigliana - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-02T16:09:34.323479+00:00,2026-09-22T13:28:47.915348+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-avigliana
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Borgone Susa,Capannoni logistica,3 Capannoni in affitto a Borgone Susa - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.317916+00:00,2026-09-08T18:39:29.643574+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-borgone-susa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Condove,Capannoni logistica,"Casa Indipendente in Borgata Pratobottrile, Condove (TO)",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.318507+00:00,2026-09-05T23:10:34.871194+00:00,industriale logistica,,https://www.gabetti.it/vendita/condove/terratetto-unifamiliare/3336331
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rubiana,Immobiliare.it,Vendita Terratetto unifamiliare in Borgata Favella 41 Rubiana. Da ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.319256+00:00,2026-09-08T11:07:58.869182+00:00,industriale logistica,,https://www.immobiliare.it/annunci/121858536/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Susa,Trovit,30 capannones in affitto a Susa - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.319677+00:00,2026-09-04T16:00:05.403402+00:00,industriale logistica,,https://case.trovit.it/affitto-capannone-susa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Immobiliare.it,"Capannone via dei Ronchi 45, Alpignano, Rif. 127650474 - Immobiliare.it",,,0,NON_DETERMINATO,TRACKED,2026-09-04T00:12:37.945881+00:00,2026-09-22T13:28:47.915222+00:00,industriale logistica,,https://www.immobiliare.it/annunci/127650474/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Alpignano,Capannoni logistica,21 Capannoni in affitto a Alpignano - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-09-04T00:12:37.945888+00:00,2026-09-22T13:28:47.915230+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-alpignano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Avigliana,Capannoni logistica,1 Capannoni in affitto a Avigliana - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T00:12:37.945971+00:00,2026-09-04T00:12:37.945973+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-capannone-avigliana
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Bardonecchia,Capannoni logistica,681 Immobili in vendita a Bardonecchia - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T02:03:54.137065+00:00,2026-09-05T16:59:36.014358+00:00,industriale logistica,,https://immobiliare.mitula.it/bardonecchia
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone via Rovigo 11, Rivoli, Rif. 128694018 - Immobiliare.it",,,0,NON_DETERMINATO,RELISTED,2026-09-04T02:03:54.139039+00:00,2026-09-22T07:44:42.106410+00:00,industriale logistica,,https://www.immobiliare.it/annunci/128694018/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Exilles,Immobiliare.it,"Box via exilles 30, Torino, Rif. 132170194 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T16:00:05.401666+00:00,2026-09-05T09:19:10.296327+00:00,industriale logistica,,https://www.immobiliare.it/annunci/132170194/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Oulx,Capannoni logistica,vanzo immobiliare,,,0,NON_DETERMINATO,TRACKED,2026-09-05T19:08:06.334887+00:00,2026-09-07T10:14:01.140773+00:00,industriale logistica,,https://www.vanzoimmobiliare.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Coazze,Subito privati,TECNORETE - STUDIO TRE SRL - 5 LOCALI A COAZZE - Subito,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-05T23:10:34.871046+00:00,2026-09-06T00:53:48.286436+00:00,fonte/query orientata ai privati | indizio agenzia | industriale logistica,,https://www.subito.it/appartamenti/5-locali-a-coazze-torino-651833739.htm
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Subito privati,Tecnocasa - INDUSTRIALE PROVINCIA TORINO OVEST sas - Subito,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-06T00:53:48.287958+00:00,2026-09-06T13:51:47.105814+00:00,fonte/query orientata ai privati | indizio agenzia | industriale logistica,,https://www.subito.it/uffici-locali-commerciali/capannone-a-rosta-torino-659200523.htm
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Immobiliare.it,"Capannone via dei Prati 7, Pianezza, Rif. 112623217 - Immobiliare.it",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-06T09:36:38.463539+00:00,2026-09-21T18:48:49.172666+00:00,industriale logistica,,https://www.immobiliare.it/annunci/112623217/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Susa,Trovit,30 locale commerciales torino porta in affitto a Susa - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-06T13:51:47.106296+00:00,2026-09-07T10:14:01.141849+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-torino-porta-susa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Subito privati,Subito - Tecnocasa - OVEST INDUSTRIALE sas - DEPOSITO A GRUGLIASCO ...,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-06T17:10:13.430481+00:00,2026-09-06T17:10:13.430482+00:00,fonte/query orientata ai privati | indizio agenzia | industriale logistica,,https://www.subito.it/uffici-locali-commerciali/deposito-a-grugliasco-torino-659671438.htm
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Casa.it,Capannone in Affitto in Via Natale Palli 80 a Grugliasco,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T17:10:13.430495+00:00,2026-09-10T21:45:03.419223+00:00,industriale logistica,,https://www.casa.it/immobili/54675100/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Salbertrand,Wikicasa,"Box in affitto, Via Salbertrand 74, Torino, 14 mq • Wikicasa",,,0,NON_DETERMINATO,TRACKED,2026-09-06T17:10:13.431351+00:00,2026-09-07T10:14:01.141328+00:00,industriale logistica,,https://www.wikicasa.it/annuncio/30415035
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Salbertrand,Casa.it,Box/posto auto in Affitto in Via Salbertrand 74 a Torino,,,0,NON_DETERMINATO,TRACKED,2026-09-06T17:10:13.431358+00:00,2026-09-07T00:44:29.376427+00:00,industriale logistica,,https://www.casa.it/immobili/54380786/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Immobiliare.it,Vendita Terratetto unifamiliare in via mulino 5/a Val della Torre. Da ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T17:10:13.431802+00:00,2026-09-06T17:10:13.431803+00:00,industriale logistica,,https://www.immobiliare.it/annunci/120847134/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Capannoni logistica,16 Locali commerciali in affitto a Almese - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T19:19:39.863408+00:00,2026-09-11T17:53:32.666884+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-locale-commerciale-almese
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Pianezza,Capannoni logistica,Depósito a subasta a Pianezza (TO) | 293361 | Gobidreal.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T19:19:39.865472+00:00,2026-09-06T19:19:39.865474+00:00,industriale logistica,,https://www.gobidreal.it/es/subastas/sklad-a-pianezza-to-293361
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Immobiliare.it,"Capannone via Borgone, Rivoli, Rif. 99270458 - Immobiliare.it",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-07T04:45:03.057102+00:00,2026-09-21T06:16:22.538073+00:00,industriale logistica,,https://www.immobiliare.it/annunci/99270458/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Druento,Trovit,6 locale commerciales in affitto a Druento - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.157706+00:00,2026-09-22T13:28:47.916281+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-druento
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Druento,Capannoni logistica,54 Capannoni in vendita a Druento - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T06:35:04.157719+00:00,2026-09-18T01:22:44.226232+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-druento
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Capannoni logistica,Affitto Capannone industriale Grugliasco. Capannoni industriali ...,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.158102+00:00,2026-09-22T13:28:47.916749+00:00,industriale logistica,,https://www.risorseimmobiliari.it/immobili.asp?url_firstparam=Torino%2Faffitto_capannoni-industriali_Grugliasco.html&url_search=affitto_capannoni-industriali_Grugliasco
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivalta di Torino,Capannoni logistica,Vendita all'asta A4355753 - NEGOZIO - Aste Giudiziarie Inlinea S.p.A.,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.158447+00:00,2026-09-22T13:28:47.917074+00:00,industriale logistica,,https://www.astegiudiziarie.it/vendita-asta-negozio-rivalta-di-torino-via-trieste-7-10040-tetti-francesi-to-italia-l2330425-p1312229
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Immobiliare.it,"Capannone all'asta via Giovanni Giolitti 9, Robassomero",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T06:35:04.158689+00:00,2026-09-12T17:06:03.936275+00:00,industriale logistica,,https://www.immobiliare.it/annunci/131080766/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Capannoni logistica,3 Uffici in vendita a Robassomero - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.158695+00:00,2026-09-22T13:28:47.917254+00:00,industriale logistica,,https://immobiliare.mitula.it/ufficio-robassomero
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Gillio,Capannoni logistica,28 Capannoni in vendita a San Gillio - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.158990+00:00,2026-09-22T13:28:47.917520+00:00,industriale logistica,,https://immobiliare.mitula.it/capannone-san-gillio
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivalta di Torino,Trovit,12 locale commerciales in affitto a Rivalta di Torino - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-08T11:07:58.868924+00:00,2026-09-22T13:28:47.917067+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-rivalta-torino
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Immobiliare.it,"Magazzino - Deposito via San Felice, 0, Beinasco, Rif. 119996462 ...",,,0,NON_DETERMINATO,TRACKED,2026-09-08T18:39:29.643464+00:00,2026-09-22T13:28:47.915465+00:00,industriale logistica,,https://www.immobiliare.it/annunci/119996462/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,La Cassa,Capannoni logistica,La Cassa - 551 appartamenti in affito in La Cassa de Nuroa.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T18:39:29.644978+00:00,2026-09-10T21:45:03.419295+00:00,industriale logistica,,https://www.nuroa.it/affitto-case/la-cassa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Trovit,33 locale commerciales in affitto a Fiano Romano - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-08T21:57:25.795599+00:00,2026-09-22T13:28:47.916415+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-fiano-romano
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Beinasco,Trovit,31 locale commerciales in affitto a Beinasco - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-09T13:49:33.337475+00:00,2026-09-22T13:28:47.915456+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-beinasco
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Robassomero,Capannoni logistica,39 Locali commerciali in vendita a La Cassa - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T13:49:33.338694+00:00,2026-09-11T09:00:35.958564+00:00,industriale logistica,,https://immobiliare.mitula.it/locale-commerciale-cassa
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Fiano,Wikicasa,"Magazzino in Vendita, Via Guglielmo Marconi, Fiano Romano",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T17:56:58.703386+00:00,2026-09-11T17:53:32.667895+00:00,industriale logistica,,https://www.wikicasa.it/annuncio/30771585
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Capannoni logistica,"Negozio, affitto, Via Val della Torre 49/11, Torino",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T17:56:58.704733+00:00,2026-09-11T23:19:47.991352+00:00,industriale logistica,,https://www.commerciali.it/negozio-affitto-torino-zona-madonna-di-campagna-barriera-di-lanzo-30788055
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rosta,Capannoni logistica,"Capannone in vendita a Rosta, 703 mq | PCase.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T23:18:34.769022+00:00,2026-09-14T01:05:27.892530+00:00,industriale logistica,,https://www.pcase.it/immobili/capannone-vendita-rosta-sc9705973/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,San Gillio,Capannoni logistica,"offerte di lavoro - San Gillio, Piemonte - Indeed",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T23:18:34.769241+00:00,2026-09-16T04:54:00.960195+00:00,industriale logistica,,"https://it.indeed.com/l-san-gillio,-piemonte-offerte-lavoro.html?vjk=a4fddd0ce94d8b5a"
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Vaie,Capannoni logistica,6 Locali commerciali in affitto a Condove - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-09-09T23:18:34.769597+00:00,2026-09-22T13:28:47.917835+00:00,industriale logistica,,https://immobiliare.mitula.it/affitto-locale-commerciale-condove
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Capannoni logistica,"Capannone, affitto, Corso Susa 247, Rivoli • Commerciali.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-10T05:58:05.662144+00:00,2026-09-10T11:09:38.638749+00:00,industriale logistica,,https://www.commerciali.it/capannone-affitto-rivoli-zona-centro-storico-30724974
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Capannoni logistica,Capannone / Fondo Magazzino in vendita a Grugliasco (TO) - rif:Cod ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T09:00:35.958147+00:00,2026-09-11T13:39:24.924396+00:00,industriale logistica,,https://www.grimaldifranchising.it/vendita/capannone/to/grugliasco/19681
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Grugliasco,Capannoni logistica,"Magazzino, affitto, Via Natale Palli 80, Grugliasco • Commerciali.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T09:00:35.958166+00:00,2026-09-11T13:39:24.924421+00:00,industriale logistica,,https://www.commerciali.it/magazzino-affitto-grugliasco-30764016
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Rivoli,Capannoni logistica,Capannone Rivoli - 81 case in vendita in Rivoli de Nuroa.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T09:00:35.958488+00:00,2026-09-20T11:10:13.480193+00:00,industriale logistica,,https://www.nuroa.it/vendita-immobili/capannone-rivoli
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Val della Torre,Capannoni logistica,Locale commerciale Vendita a Torino - Via Val Della Torre27 |…,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T09:00:35.958993+00:00,2026-09-14T22:36:38.495240+00:00,industriale logistica,,https://www.bilocale.it/torino-via-val-della-torre27-locale-commerciale-vendita-2519521.html
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Valgioie,Capannoni logistica,mcf consulenze immobiliari,,,0,NON_DETERMINATO,TRACKED,2026-09-11T09:00:35.959007+00:00,2026-09-22T13:28:47.917911+00:00,industriale logistica,,https://www.mcfconsulenzeimmobiliari.it/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Chiusa di San Michele,Capannoni logistica,AFFITTASI CAPANNONE A CHIUSA DI SAN MICHELE - ValsusaOggi,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T13:39:24.923654+00:00,2026-09-16T04:54:00.958686+00:00,industriale logistica,,https://www.valsusaoggi.it/valsusa-affittasi-capannone-a-chiusa-di-san-michele/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Collegno,Immobiliare.it,"Capannone, Collegno, Rif. 132114622 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-11T13:39:24.923828+00:00,2026-09-20T01:04:10.801884+00:00,industriale logistica,,https://www.immobiliare.it/annunci/132114622/
BASSA,25,INDUSTRIALE_LOGISTICA,IMMOBILE,,ACQUISIZIONE CAPANNONE / MAGAZZINO,Almese,Trovit,2 locale commerciales in affitto a Almese - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-12T17:06:03.934172+00:00,2026-09-20T06:08:00.345623+00:00,industriale logistica,,https://case.trovit.it/affitto-negozio-almese
